h3,n_total,n_parking,severity_mean,severity_sum,n_days,peak_share,weekend_share,persistence,top_violation,area,junction,police_station,top_vehicle,lat,lon,cis_raw,CIS,class,rank,total_days
8961892734fffff,4,4,0.4375,1.75,4,0.25,0.5,0.026490066225165563,NO PARKING,Chowdappa Layout,No Junction,Bellandur,CAR,12.912965061554862,77.67537534158478,0.5094701986754967,4.91,Sporadic,1802,151
8960145a38fffff,5,5,0.42000000000000004,2.1,1,0.0,0.0,0.006622516556291391,NO PARKING,Roshan Nagar,No Junction,Byatarayanapura,CAR,12.950917551931626,77.52857798110452,0.5090066225165563,4.9,Sporadic,1805,151
89601692a5bffff,3,3,0.6999999999999998,2.0999999999999996,1,0.0,1.0,0.006622516556291391,PARKING IN A MAIN ROAD,Jagajothi Nagar,No Junction,Chikkajala,CAR,13.181341405395496,77.67695202835893,0.5090066225165563,4.9,Sporadic,1806,151
89601451e7bffff,3,3,0.6999999999999998,2.0999999999999996,1,0.0,0.0,0.006622516556291391,PARKING IN A MAIN ROAD,Suvrith Sadan,No Junction,Kengeri,CAR,12.905155679883205,77.4743256227368,0.5090066225165563,4.9,Sporadic,1804,151
8961892ee87ffff,3,3,0.6999999999999998,2.0999999999999996,1,0.0,1.0,0.006622516556291391,PARKING IN A MAIN ROAD,Big Bazaar Junction,No Junction,Banaswadi,CAR,12.99217348852156,77.65504525978085,0.5090066225165563,4.9,Sporadic,1810,151
8961892f67bffff,3,3,0.6999999999999998,2.0999999999999996,1,0.0,0.0,0.006622516556291391,PARKING IN A MAIN ROAD,Prestige Tranquility,No Junction,K.R. Pura,HGV,13.061380322049459,77.74240825598703,0.5090066225165563,4.9,Sporadic,1811,151
8961892ddc7ffff,3,3,0.42,1.26,1,1.0,0.0,0.006622516556291391,NO PARKING,Subdivision Quarters,No Junction,Hennuru,CAR,13.074557397528901,77.63536600463539,0.5090066225165563,4.9,Sporadic,1808,151
8961892ddd7ffff,3,3,0.42,1.26,1,1.0,1.0,0.006622516556291391,NO PARKING,Ex Serviceman Layout,No Junction,Hennuru,CAR,13.072412349122756,77.63773874718261,0.5090066225165563,4.9,Sporadic,1809,151
8960145123bffff,3,3,0.6999999999999998,2.0999999999999996,1,0.0,1.0,0.006622516556291391,PARKING IN A MAIN ROAD,Janakshi Layout,No Junction,Kengeri,CAR,12.912505887439655,77.5123095967593,0.5090066225165563,4.9,Sporadic,1803,151
89618921d23ffff,3,3,0.6999999999999998,2.0999999999999996,1,0.0,0.0,0.006622516556291391,PARKING IN A MAIN ROAD,Sri Narayanappa Layout,No Junction,Whitefield,CAR,12.970474004357841,77.73782018508274,0.5090066225165563,4.9,Sporadic,1807,151
8961892ed7bffff,3,3,0.5599999999999999,1.68,3,0.3333333333333333,0.3333333333333333,0.019867549668874173,WRONG PARKING,Tamarikannan Junction,No Junction,Halasur,SCOOTER,12.979441664728734,77.62713019062616,0.5074860927152317,4.89,Sporadic,1815,151
8961892c50bffff,3,3,0.5599999999999999,1.68,3,0.3333333333333333,0.3333333333333333,0.019867549668874173,WRONG PARKING,Gandhi Circle,No Junction,Hennuru,CAR,13.02637351102722,77.6592416200212,0.5074860927152317,4.89,Sporadic,1814,151
8960145a55bffff,3,3,0.5599999999999999,1.68,3,0.3333333333333333,0.3333333333333333,0.019867549668874173,WRONG PARKING,Banashankari,BTP154 - Itmadu Junction,Banashankari,CAR,12.927348817393547,77.54622677326029,0.5074860927152317,4.89,Sporadic,1813,151
8960145810bffff,3,3,0.5599999999999999,1.68,3,0.3333333333333333,0.6666666666666666,0.019867549668874173,WRONG PARKING,Ramaiah Industrial Estate,No Junction,Kamakshipalya,CAR,12.989485781670203,77.49434422683927,0.5074860927152317,4.89,Sporadic,1812,151
89618920abbffff,4,4,0.49,1.96,4,0.0,0.75,0.026490066225165563,WRONG PARKING,Sumadhura LNR Lake Breeze,No Junction,Whitefield,LGV,12.956623683697305,77.72371845231291,0.48909139072847685,4.74,Sporadic,1816,151
89618924a9bffff,2,2,0.595,1.19,2,1.0,0.0,0.013245033112582781,PARKING IN A MAIN ROAD,Learning to Fly,"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,CAR,12.904768492137611,77.5837438035082,0.48545695364238406,4.72,Sporadic,1818,151
8961892439bffff,2,2,0.595,1.19,2,1.0,0.0,0.013245033112582781,PARKING IN A MAIN ROAD,Cauvery Nagar,No Junction,Madiwala,CAR,12.897140074434398,77.62152419077366,0.48545695364238406,4.72,Sporadic,1817,151
89618924ad7ffff,2,2,0.595,1.19,2,1.0,0.0,0.013245033112582781,PARKING IN A MAIN ROAD,Jeevan Surabhi Flats,"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,CAR,12.90797283720641,77.58439918769321,0.48545695364238406,4.72,Sporadic,1819,151
89618924e5bffff,3,3,0.5366666666666666,1.6099999999999999,3,0.3333333333333333,0.6666666666666666,0.019867549668874173,NO PARKING,Bannerghatta Road,BTP181 - Bileka Halli Junction,J.P. Nagar,CAR,12.904704841696095,77.60058932759267,0.4863408388520971,4.72,Sporadic,1820,151
8961892ccd7ffff,3,3,0.5366666666666666,1.6099999999999999,3,0.3333333333333333,0.3333333333333333,0.019867549668874173,NO PARKING,Shiva Rammaiyah Layout,No Junction,K.G. Halli,CAR,13.027543488877951,77.62854688315055,0.4863408388520971,4.72,Sporadic,1821,151
89618920ec7ffff,4,4,0.49,1.96,3,0.0,0.0,0.019867549668874173,WRONG PARKING,Devasthanagalu,No Junction,Whitefield,CAR,12.946901125533056,77.74705660808642,0.4844185430463577,4.71,Sporadic,1825,151
89618925303ffff,4,4,0.42,1.68,3,0.25,0.25,0.019867549668874173,NO PARKING,Buildafina Golf View Apartment East Wing,No Junction,Jeevanbheemanagar,CAR,12.955857094253213,77.64479264694246,0.4844185430463576,4.71,Sporadic,1827,151
8961892467bffff,4,4,0.42,1.68,3,0.25,0.0,0.019867549668874173,NO PARKING,BDA Layout,No Junction,HSR Layout,CAR,12.90450734481032,77.65114499019909,0.4844185430463576,4.71,Sporadic,1826,151
8960145b493ffff,4,4,0.42,1.68,3,0.25,0.0,0.019867549668874173,NO PARKING,Dsouza Layout,"BTP099 - Cash Pharmacy, Residency Road",Cubbon Park,CAR,12.968856600257105,77.59685499520053,0.4844185430463576,4.71,Sporadic,1823,151
8960145b0d7ffff,4,4,0.49,1.96,3,0.0,0.0,0.019867549668874173,NO PARKING,Chabaria Layout,BTP054 - Shivananda Circle,High ground,CAR,12.990284593510907,77.58156863820217,0.4844185430463577,4.71,Sporadic,1822,151
89618920e6fffff,4,4,0.49,1.96,3,0.0,1.0,0.019867549668874173,WRONG PARKING,Prestige Lake Vista,No Junction,Whitefield,CAR,12.957647487392178,77.73518733235375,0.4844185430463577,4.71,Sporadic,1824,151
8961892cc13ffff,2,2,0.595,1.19,1,1.0,0.0,0.006622516556291391,PARKING NEAR ROAD CROSSING,Arabic College Area,No Junction,K.G. Halli,CAR,13.028629815430188,77.62314613235837,0.480728476821192,4.68,Sporadic,1828,151
8960145aad3ffff,4,4,0.49,1.96,2,0.0,0.0,0.013245033112582781,WRONG PARKING,Sidvin Grace,No Junction,Jnanabharathi,CAR,12.961693388592584,77.49989726846137,0.4797456953642384,4.67,Sporadic,1830,151
8960145b6abffff,4,4,0.49,1.96,2,0.0,0.0,0.013245033112582781,WRONG PARKING,Kumar Park,No Junction,High ground,CAR,12.996665708182997,77.59130450665464,0.4797456953642384,4.67,Sporadic,1832,151
8960145b683ffff,4,4,0.49,1.96,2,0.0,0.0,0.013245033112582781,WRONG PARKING,Railway Staff Quarter,No Junction,Pulikeshinagar(F.Town),CAR,12.993433658569543,77.59907425308099,0.4797456953642384,4.67,Sporadic,1831,151
896014591d7ffff,4,4,0.49,1.96,2,0.0,0.0,0.013245033112582781,WRONG PARKING,BDA Industrial Suburb,No Junction,Yeshwanthpura,CAR,13.035316462288948,77.53178388562611,0.4797456953642384,4.67,Sporadic,1829,151
8961892cc37ffff,4,4,0.49,1.96,1,0.0,1.0,0.006622516556291391,WRONG PARKING,Silver Oak Apartment,No Junction,K.G. Halli,CAR,13.027597308344552,77.61168935626554,0.4750728476821192,4.63,Sporadic,1837,151
8961892425bffff,3,3,0.44333333333333336,1.33,3,0.6666666666666666,0.0,0.019867549668874173,NO PARKING,Mantri Sarovar,No Junction,HSR Layout,CAR,12.919509812329073,77.64297119670816,0.47480706401766015,4.63,Sporadic,1836,151
8960144a2dbffff,4,4,0.49,1.96,1,0.0,0.0,0.006622516556291391,WRONG PARKING,Rajadhani Layout,No Junction,No Police Station,LORRY/GOODS VEHICLE,13.069720916354912,77.44336836828691,0.4750728476821192,4.63,Sporadic,1833,151
8960169449bffff,4,4,0.49,1.96,1,0.0,0.0,0.006622516556291391,WRONG PARKING,Naganahalli Junction,No Junction,Yelahanka,MOTOR CYCLE,13.12923726963834,77.57065771931228,0.4750728476821192,4.63,Sporadic,1834,151
89618920b43ffff,4,4,0.49,1.96,1,0.0,0.0,0.006622516556291391,WRONG PARKING,Block A,No Junction,HAL Old Airport,CAR,12.963102748318303,77.70816223984903,0.4750728476821192,4.63,Sporadic,1835,151
89618921d3bffff,2,2,0.585,1.17,1,1.0,0.0,0.006622516556291391,PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC,ELV Kingsland,No Junction,Whitefield,MOPED,12.971531743364826,77.7408524278203,0.4726490066225165,4.61,Sporadic,1838,151
8961892e28bffff,4,4,0.4725,1.89,4,0.0,0.25,0.026490066225165563,WRONG PARKING,Police Quarters,No Junction,K.R. Pura,CAR,13.011257501312778,77.70115644015996,0.47162384105960264,4.6,Sporadic,1840,151
8961892620fffff,4,4,0.4725,1.89,4,0.0,0.0,0.026490066225165563,WRONG PARKING,Oracle Ridge,No Junction,Electronic City,CAR,12.860617382415851,77.66183706330494,0.47162384105960264,4.6,Sporadic,1839,151
8961892721bffff,4,4,0.4725,1.89,3,0.0,0.0,0.019867549668874173,WRONG PARKING,Janatha Colony,No Junction,Bellandur,CAR,12.911804413549659,77.69764127452407,0.46711788079470196,4.57,Sporadic,1842,151
8961892e6a3ffff,4,4,0.4725,1.89,3,0.0,0.75,0.019867549668874173,WRONG PARKING,Net App Bangalore Campus,No Junction,Mahadevapura,CAR,12.99304849272613,77.70867736777149,0.46711788079470196,4.57,Sporadic,1843,151
89618920a53ffff,3,3,0.63,1.89,3,0.0,0.0,0.019867549668874173,PARKING IN A MAIN ROAD,Brigade IRV Centre,No Junction,Whitefield,CAR,12.968358523110702,77.73175606951506,0.46711788079470207,4.57,Sporadic,1841,151
8961892c537ffff,3,3,0.63,1.89,2,0.0,0.0,0.013245033112582781,PARKING IN A MAIN ROAD,CMR Colony,No Junction,Banaswadi,CAR,13.019991171043143,77.64949597917648,0.4626119205298013,4.53,Sporadic,1844,151
89618921983ffff,3,3,0.5133333333333333,1.54,2,0.3333333333333333,0.3333333333333333,0.013245033112582781,NO PARKING,Shanders Springale Apartment,No Junction,Whitefield,CAR,12.977978201670528,77.73373056728047,0.4607081677704194,4.51,Sporadic,1845,151
8960145a5d7ffff,3,3,0.63,1.89,1,0.0,0.0,0.006622516556291391,PARKING IN A MAIN ROAD,Chikkalasandra,No Junction,K.S. Layout,MOPED,12.9155919099547,77.54663232919424,0.4581059602649007,4.49,Sporadic,1846,151
8961892dd37ffff,2,2,0.7,1.4,2,0.5,0.0,0.013245033112582781,PARKING IN A MAIN ROAD,Dr Shivaramakaranth Nagar,No Junction,Hennuru,MAXI-CAB,13.072462519227896,77.62087702836054,0.4569006622516556,4.48,Sporadic,1852,151
89601459843ffff,2,2,0.7,1.4,2,0.5,0.5,0.013245033112582781,PARKING IN A MAIN ROAD,Manjunatha Nagar,No Junction,No Police Station,HGV,13.05358738743973,77.49059122962177,0.4569006622516556,4.48,Sporadic,1848,151
8960145919bffff,2,2,0.7,1.4,2,0.5,0.0,0.013245033112582781,PARKING IN A MAIN ROAD,BDA Industrial Suburb,No Junction,Yeshwanthpura,CAR,13.032113096822423,77.53112916608988,0.4569006622516556,4.48,Sporadic,1847,151
8961892dc87ffff,2,2,0.7,1.4,2,0.5,0.0,0.013245033112582781,PARKING IN A MAIN ROAD,True North by Livingwalls,No Junction,Hennuru,CAR,13.07450648177013,77.65223057497764,0.4569006622516556,4.48,Sporadic,1851,151
8961892cc8bffff,2,2,0.7,1.4,2,0.5,0.5,0.013245033112582781,PARKING IN A MAIN ROAD,Benaka Layout,No Junction,K.G. Halli,CAR,13.026484256722528,77.62551828119241,0.4569006622516556,4.48,Sporadic,1850,151
89601459ea7ffff,2,2,0.7,1.4,2,0.5,0.0,0.013245033112582781,PARKING IN A MAIN ROAD,Sobha Garrison,No Junction,Peenya,BUS (BMTC/KSRTC),13.045017532642815,77.50007030943794,0.4569006622516556,4.48,Sporadic,1849,151
8961892e9c7ffff,4,4,0.45499999999999996,1.8199999999999998,4,0.0,0.25,0.026490066225165563,NO PARKING,Narayana Reddy Colony,No Junction,Pulikeshinagar(F.Town),CAR,12.984821897539934,77.61698695238451,0.45415629139072844,4.46,Sporadic,1853,151
8960145164fffff,2,2,0.7,1.4,1,0.5,1.0,0.006622516556291391,PARKING IN A MAIN ROAD,Subramanyapura,No Junction,K.S. Layout,MOPED,12.906010784919303,77.53625029877506,0.45245033112582783,4.45,Sporadic,1854,151
8960145b0c3ffff,2,2,0.5599999999999999,1.1199999999999999,1,1.0,0.0,0.006622516556291391,NO PARKING,DK Subbaiah Layout,BTP032 - Windsor Circle,Sheshadripuram,CAR,12.993488799175898,77.58222416562411,0.4524503311258278,4.45,Sporadic,1855,151
8960169739bffff,2,2,0.5599999999999999,1.1199999999999999,1,1.0,1.0,0.006622516556291391,NO PARKING,After The Rain,No Junction,Chikkajala,CAR,13.159094219541926,77.59644576416228,0.4524503311258278,4.45,Sporadic,1856,151
896016976afffff,2,2,0.7,1.4,1,0.5,0.0,0.006622516556291391,PARKING IN A MAIN ROAD,Hunsemarrenhalli Junction,No Junction,Chikkajala,CAR,13.152624108095607,77.62042657802563,0.45245033112582783,4.45,Sporadic,1857,151
8961892e033ffff,4,4,0.45499999999999996,1.8199999999999998,3,0.0,0.75,0.019867549668874173,NO PARKING,Mahadevapura,No Junction,Mahadevapura,SCOOTER,12.99099407601896,77.68574548297623,0.4498172185430464,4.43,Sporadic,1862,151
8961892c3cfffff,4,4,0.45499999999999996,1.8199999999999998,3,0.0,0.0,0.019867549668874173,NO PARKING,Patel Ramaiah Nagar,No Junction,Hennuru,CAR,13.062745448739062,77.65263275946558,0.4498172185430464,4.43,Sporadic,1861,151
8961892ead3ffff,3,3,0.42,1.26,3,0.6666666666666666,0.0,0.019867549668874173,NO PARKING,J Muniswamy Reddy Layout,No Junction,Banaswadi,CAR,13.013580754761596,77.64818243961287,0.4498172185430464,4.43,Sporadic,1863,151
8961892568fffff,3,3,0.42,1.26,3,0.6666666666666666,0.3333333333333333,0.019867549668874173,NO PARKING,Purva Bellandur,No Junction,HAL Old Airport,CAR,12.942874698624607,77.68431912138497,0.4498172185430464,4.43,Sporadic,1858,151
89618925e0bffff,3,3,0.6066666666666666,1.8199999999999998,3,0.0,0.0,0.019867549668874173,PARKING IN A MAIN ROAD,SMCC Society,No Junction,Ashok Nagar,MOTOR CYCLE,12.95165569622235,77.62425189282922,0.4498172185430464,4.43,Sporadic,1860,151
89618925c33ffff,3,3,0.6066666666666666,1.8199999999999998,3,0.0,0.3333333333333333,0.019867549668874173,PARKING IN A MAIN ROAD,Madiwala Junction,No Junction,Madiwala,HGV,12.92390112830704,77.6129485580397,0.4498172185430464,4.43,Sporadic,1859,151
8961892c92bffff,4,4,0.45499999999999996,1.8199999999999998,2,0.0,0.0,0.013245033112582781,NO PARKING,Krishnamurthy Layout,No Junction,Kodigehalli,CAR,13.041602707767442,77.575207902302,0.4454781456953642,4.39,Sporadic,1867,151
89601690153ffff,3,3,0.42,1.26,2,0.6666666666666666,0.0,0.013245033112582781,NO PARKING,Yerthiganahalli,No Junction,Devanahalli Airport,CAR,13.200573806140829,77.68089808235378,0.4454781456953643,4.39,Sporadic,1864,151
8961892ea63ffff,3,3,0.42,1.26,2,0.6666666666666666,0.0,0.013245033112582781,NO PARKING,Chennakeshava Layout,No Junction,Banaswadi,SCOOTER,13.02325202100148,77.63329140639621,0.4454781456953643,4.39,Sporadic,1868,151
89618925c53ffff,4,4,0.45499999999999996,1.8199999999999998,2,0.0,0.0,0.013245033112582781,NO PARKING,Palm Springs Apartments,No Junction,Adugodi,CAR,12.931336996481365,77.62571396277916,0.4454781456953642,4.39,Sporadic,1866,151
8961892418bffff,3,3,0.42,1.26,2,0.6666666666666666,1.0,0.013245033112582781,NO PARKING,Akshaya Nagar,No Junction,Hulimavu,MOTOR CYCLE,12.876853576653094,77.61456162175723,0.4454781456953643,4.39,Sporadic,1865,151
89601459253ffff,3,3,0.49,1.47,3,0.3333333333333333,0.0,0.019867549668874173,WRONG PARKING,BEL Layout,No Junction,Yelahanka,CAR,13.073712528818556,77.556488369996,0.4440503311258278,4.38,Sporadic,1870,151
8961892e6b3ffff,3,3,0.49,1.47,3,0.3333333333333333,0.6666666666666666,0.019867549668874173,WRONG PARKING,Sumadhura Nandanam,No Junction,Mahadevapura,CAR,12.990900536578078,77.71105091854562,0.4440503311258278,4.38,Sporadic,1871,151
8960144b5b3ffff,3,3,0.49,1.47,3,0.3333333333333333,0.0,0.019867549668874173,WRONG PARKING,Makali,No Junction,No Police Station,HGV,13.06649954000792,77.45112854195844,0.4440503311258278,4.38,Sporadic,1869,151
8961892cecbffff,3,3,0.42,1.26,1,0.6666666666666666,1.0,0.006622516556291391,NO PARKING,Ambedkar Colony,No Junction,Hennuru,SCOOTER,13.056387632494404,77.6344555224944,0.4411390728476821,4.35,Sporadic,1872,151
896014581b7ffff,3,3,0.49,1.47,2,0.3333333333333333,0.0,0.013245033112582781,WRONG PARKING,Sir M Vishweshwaraiah Nagar,No Junction,Jnanabharathi,LGV,12.975615226958771,77.48870554398455,0.43976688741721853,4.34,Sporadic,1873,151
8961892484fffff,4,4,0.4375,1.75,4,0.0,0.25,0.026490066225165563,NO PARKING,Channasandra Layout,No Junction,J.P. Nagar,CAR,12.898391499808644,77.57401182191859,0.4366887417218543,4.32,Sporadic,1874,151
8961892604bffff,4,4,0.4375,1.75,4,0.0,0.0,0.026490066225165563,NO PARKING,Electronic City,No Junction,Electronic City,MOTOR CYCLE,12.846701965664462,77.66461017839691,0.4366887417218543,4.32,Sporadic,1875,151
896189262dbffff,3,3,0.49,1.47,1,0.3333333333333333,1.0,0.006622516556291391,WRONG PARKING,Aswani Aaeesha,No Junction,Electronic City,CAR,12.859488142273916,77.67566608913276,0.43548344370860925,4.31,Sporadic,1876,151
89601458663ffff,4,4,0.4375,1.75,3,0.0,0.0,0.019867549668874173,NO PARKING,Sakkamma Layout,No Junction,Rajajinagar,LGV,13.008605353931049,77.53194153892952,0.4325165562913908,4.28,Sporadic,1878,151
89601458033ffff,4,4,0.4375,1.75,3,0.0,0.25,0.019867549668874173,NO PARKING,Mukthrayaswamy Layout,No Junction,Kamakshipalya,LGV,12.991579706105059,77.50880781887321,0.4325165562913908,4.28,Sporadic,1877,151
89618924957ffff,4,4,0.4375,1.75,3,0.0,0.5,0.019867549668874173,NO PARKING,Aishwarya Layout,No Junction,Thalagattapura,CAR,12.885638349076187,77.55455226499618,0.4325165562913908,4.28,Sporadic,1879,151
89601458457ffff,4,4,0.4375,1.75,2,0.0,0.75,0.013245033112582781,NO PARKING,Selvam Industrial Estate,No Junction,Kamakshipalya,MOTOR CYCLE,12.982952150097145,77.53512382717433,0.4283443708609272,4.25,Sporadic,1880,151
89618925c4bffff,4,4,0.4375,1.75,2,0.0,0.0,0.013245033112582781,NO PARKING,Koramangala,No Junction,Adugodi,SCOOTER,12.936689068575014,77.62399869110138,0.4283443708609272,4.25,Sporadic,1881,151
8961892c14fffff,3,3,0.4666666666666666,1.4,3,0.3333333333333333,0.0,0.019867549668874173,WRONG PARKING,Geddalahalli,No Junction,Hennuru,CAR,13.04780578220355,77.64394604179037,0.42290507726269316,4.2,Sporadic,1884,151
8960145a2c7ffff,3,3,0.4666666666666666,1.4,3,0.3333333333333333,0.0,0.019867549668874173,WRONG PARKING,Padarayanapura,"BTP093 - Toll Gate, Mysore Road",Magadi Road,SCOOTER,12.962590252491221,77.55343020682908,0.42290507726269316,4.2,Sporadic,1882,151
8960145b343ffff,3,3,0.4666666666666666,1.4,3,0.3333333333333333,0.0,0.019867549668874173,WRONG PARKING,Embassy Heritage Apartment,No Junction,Yeshwanthpura,MAXI-CAB,13.015996313789362,77.56154107656299,0.42290507726269316,4.2,Sporadic,1883,151
8961892ea13ffff,3,3,0.4666666666666666,1.4,3,0.3333333333333333,0.0,0.019867549668874173,WRONG PARKING,Kulappa Circle,No Junction,Banaswadi,SCOOTER,13.013609099633314,77.63975180590768,0.42290507726269316,4.2,Sporadic,1885,151
896189273b7ffff,4,4,0.42,1.68,4,0.0,0.75,0.026490066225165563,NO PARKING,DRB Sanidhi Layout,No Junction,Electronic City,CAR,12.892673729226036,77.66840466632172,0.4192211920529801,4.17,Sporadic,1889,151
8960145a697ffff,3,3,0.4666666666666666,1.4,2,0.3333333333333333,0.0,0.013245033112582781,WRONG PARKING,Fast Print Junction,No Junction,Basavanagudi,CAR,12.937959932312681,77.56805713069222,0.41882560706401756,4.17,Sporadic,1887,151
896014592c3ffff,4,4,0.42,1.68,4,0.0,0.25,0.026490066225165563,NO PARKING,BEL Layout,No Junction,Yelahanka,CAR,13.068365401451867,77.55820427482367,0.4192211920529801,4.17,Sporadic,1886,151
89618926267ffff,4,4,0.42,1.68,4,0.0,0.5,0.026490066225165563,NO PARKING,Salarpuria Symphony Commercial Building,No Junction,Electronic City,MAXI-CAB,12.86491544967349,77.6570939224147,0.4192211920529801,4.17,Sporadic,1888,151
8960145a39bffff,3,3,0.5599999999999999,1.68,3,0.0,0.0,0.019867549668874173,WRONG PARKING,Deepanjali Nagar,No Junction,Byatarayanapura,LORRY/GOODS VEHICLE,12.949831263224107,77.5339719611173,0.415215894039735,4.14,Sporadic,1890,151
8960145a657ffff,4,4,0.42,1.68,3,0.0,0.0,0.019867549668874173,NO PARKING,Sankarapuram,BTP106 - VV Puram College,V.V.Puram (C.Pet),CAR,12.952921881111802,77.56830745880335,0.4152158940397351,4.14,Sporadic,1891,151
89618924ebbffff,4,4,0.42,1.68,3,0.0,0.0,0.019867549668874173,NO PARKING,Manjunatha Layout,No Junction,J.P. Nagar,CAR,12.889771841399032,77.59191465295126,0.4152158940397351,4.14,Sporadic,1893,151
8960145a86fffff,3,3,0.5599999999999999,1.68,3,0.0,0.6666666666666666,0.019867549668874173,WRONG PARKING,Sir MV Layout,No Junction,Jnanabharathi,LGV,12.951078152274857,77.47808436564532,0.415215894039735,4.14,Sporadic,1892,151
8960145a4b7ffff,3,3,0.5599999999999999,1.68,2,0.0,0.0,0.013245033112582781,WRONG PARKING,Ittamadu,No Junction,K.S. Layout,MINI LORRY,12.91556192896469,77.55505147383342,0.41121059602648996,4.1,Sporadic,1894,151
8961892e2abffff,4,4,0.42,1.68,2,0.0,0.25,0.013245033112582781,NO PARKING,KV Muniyappa Layout,No Junction,K.R. Pura,MOTOR CYCLE,13.011287674973854,77.69272087608721,0.41121059602649,4.1,Sporadic,1896,151
8961892e29bffff,4,4,0.42,1.68,2,0.0,0.0,0.013245033112582781,NO PARKING,Swarna Layout,No Junction,K.R. Pura,SCOOTER,13.00911000648449,77.70352998415923,0.41121059602649,4.1,Sporadic,1895,151
89618924bd3ffff,4,4,0.42,1.68,1,0.0,1.0,0.006622516556291391,NO PARKING,Kanaka Nagar,No Junction,K.S. Layout,CAR,12.901626975958582,77.56624639794883,0.407205298013245,4.07,Sporadic,1898,151
89601690c27ffff,4,4,0.42,1.68,1,0.0,0.0,0.006622516556291391,NO PARKING,Meenakunte,No Junction,Chikkajala,CAR,13.186773323395723,77.6414883414158,0.407205298013245,4.07,Sporadic,1897,151
89618925823ffff,3,3,0.44333333333333336,1.33,3,0.3333333333333333,0.0,0.019867549668874173,NO PARKING,Someshwara Nagar,"BTP123 - 10th Cross, Wilson Garden",Wilson Garden,CAR,12.941074739876615,77.59398050332993,0.4017598233995585,4.02,Sporadic,1899,151
89618925d87ffff,3,3,0.44333333333333336,1.33,3,0.3333333333333333,0.3333333333333333,0.019867549668874173,NO PARKING,Green Arch,BTP130 - GD Mara Junction,Mico Layout,CAR,12.910056467909243,77.59887425189001,0.4017598233995585,4.02,Sporadic,1900,151
8961892c957ffff,3,3,0.44333333333333336,1.33,3,0.3333333333333333,0.0,0.019867549668874173,NO PARKING,Hebbal,No Junction,Kodigehalli,CAR,13.04263748404148,77.58666038128922,0.4017598233995585,4.02,Sporadic,1901,151
8961892e197ffff,3,3,0.44333333333333336,1.33,3,0.3333333333333333,0.3333333333333333,0.019867549668874173,NO PARKING,Kaggadasapura,No Junction,Banaswadi,CAR,12.97499636660787,77.67402605396856,0.4017598233995585,4.02,Sporadic,1902,151
8961892e13bffff,2,2,0.49,0.98,2,1.0,0.0,0.013245033112582781,WRONG PARKING,Government Quarters,No Junction,Banaswadi,MOTOR CYCLE,12.986791111770343,77.66519240411348,0.3997880794701987,4.01,Sporadic,1903,151
8961892ed0bffff,2,2,0.49,0.98,2,1.0,0.0,0.013245033112582781,WRONG PARKING,Jogupalya,No Junction,Halasur,CAR,12.97409024227992,77.62884570614361,0.3997880794701987,4.01,Sporadic,1904,151
896189246a7ffff,2,2,0.49,0.98,1,1.0,1.0,0.006622516556291391,WRONG PARKING,Prabhu Layout,No Junction,Electronic City,CAR,12.887423501515412,77.64483440545895,0.39589403973509935,3.97,Sporadic,1907,151
89618925d6bffff,2,2,0.49,0.98,1,1.0,0.0,0.006622516556291391,WRONG PARKING,Roshan Colony BTB Area,No Junction,Jayanagara,SCOOTER,12.929314875139935,77.59438447286081,0.39589403973509935,3.97,Sporadic,1909,151
89618924a93ffff,2,2,0.49,0.98,1,1.0,0.0,0.006622516556291391,WRONG PARKING,Ashtalaxmi Layout,No Junction,J.P. Nagar,MOTOR CYCLE,12.901564153569097,77.58308843778201,0.39589403973509935,3.97,Sporadic,1908,151
8961892dba3ffff,2,2,0.49,0.98,1,1.0,0.0,0.006622516556291391,WRONG PARKING,Gowdara Ramaiah Layout,No Junction,Yelahanka,MOTOR CYCLE,13.105616719556613,77.61360915089894,0.39589403973509935,3.97,Sporadic,1910,151
8960145ae23ffff,2,2,0.49,0.98,1,1.0,0.0,0.006622516556291391,WRONG PARKING,Jnana Ganga Nagar,No Junction,Jnanabharathi,MINI LORRY,12.94888156546192,77.49728139558863,0.39589403973509935,3.97,Sporadic,1906,151
8961892eb13ffff,2,2,0.49,0.98,1,1.0,0.0,0.006622516556291391,WRONG PARKING,Richards Town,No Junction,Pulikeshinagar(F.Town),PASSENGER AUTO,13.006196392844934,77.61855221475517,0.39589403973509935,3.97,Sporadic,1911,151
89618935b4bffff,2,2,0.49,0.98,1,1.0,0.0,0.006622516556291391,WRONG PARKING,Huskur Anekal Taluka,No Junction,Electronic City,CAR,12.86148945308248,77.70701756527203,0.39589403973509935,3.97,Sporadic,1912,151
8960145a42bffff,2,2,0.49,0.98,1,1.0,0.0,0.006622516556291391,WRONG PARKING,Ramarao Layout,No Junction,Banashankari,MAXI-CAB,12.929465122355206,77.55227621096704,0.39589403973509935,3.97,Sporadic,1905,151
89618925da3ffff,2,2,0.595,1.19,2,0.5,0.0,0.013245033112582781,PARKING IN A MAIN ROAD,KSRTC Layout,"BTP198 - 9th Cross, 8th Main, JP Nagar",J.P. Nagar,CAR,12.911145761478814,77.59347725354468,0.3883655629139073,3.91,Sporadic,1916,151
